DOI,Citation_context,Source,file ID,Year,Journal
10.1002/sstr.202200033,"“…A vast number of CD-based approaches have been developed to monitor Cu 2þ in cells (Table 2). [82,161,[244][245][246][247][248][249][250][251][252] Zhu et al developed a CD-based dual-emission nanohybrid as a selective and sensitive ratiometric probe for measuring intracellular Cu 2þ . [244] The blue-fluorescent CDs prepared via an electrochemical method using graphite rods were integrated with red-fluorescent CdSe/ZnS QDs that were enclosed in silica shells (CdSe@SiO 2 ), generating a dual-emitting nanohybrid (CdSe@C nanohybrid).…”",Scite,,2022,Small Structures
10.1002/sstr.202200033,"“…[82,161,[244][245][246][247][248][249][250][251][252] Zhu et al developed a CD-based dual-emission nanohybrid as a selective and sensitive ratiometric probe for measuring intracellular Cu 2þ . [244] The blue-fluorescent CDs prepared via an electrochemical method using graphite rods were integrated with red-fluorescent CdSe/ZnS QDs that were enclosed in silica shells (CdSe@SiO 2 ), generating a dual-emitting nanohybrid (CdSe@C nanohybrid). The CdSe@C nanohybrid was further conjugated with N-(2-aminoethyl)-N,N,N 0 -tris(pyridin-2-ylmethyl)ethane-1,2diamine (AE-TPEA) for specifically recognizing Cu 2þ , forming an inorganic-organic CdSe@C-TPEA probe.…”",Scite,,2022,Small Structures
10.1016/j.bios.2021.113823,"Additionally, the fluorophores of biosensors interact with the HRP, 16 which often disturbs fluorescence detection (Zhu et al., 2012; Yuan et al., 2012; 17 Shiang et al., 2009).",SemSchol&FB,,2022,Biosensors and Bioelectronics
10.1016/j.bios.2021.113823,"“…However, the above-mentioned biosensors achieve target detection by the internal filtration effect (IFE), which is an indirect fluorescence immunoassay. Additionally, the fluorophores of biosensors interact with the HRP, which often disturbs fluorescence detection (  Zhu et al, 2012  ;  Yuan et al, 2012  ;  Shiang et al, 2009  ). It means that HRP reactions can be self-limiting due to loss of in situ fluorescent substrate of the enzyme.…”",Scite,,2022,Biosensors and Bioelectronics
10.1021/acsami.2c16199,"“…Hydrogen peroxide is present in cancer cells or inflamed tissues.  [ref]− [ref] [ref]  Indeed, recent research efforts have demonstrated that ROS intermediates generated by nanozymes can act as antibacterial agents and as active toxic agents against cancer cells.  [ref], [ref]  In fact, the formation of ROS species by photodynamic therapeutic treatment of cancer cells demonstrated effective cytotoxicity toward cancer cells, and recent research efforts suggested the application of nanozyme-generated ROS species as a means for chemodynamic treatment of cancer cells.  [ref], [ref]  The drawbacks of this concept rest, however, on the limited cellular permeability and lack of selectivity of the nanoparticles affecting cancer as compared to normal cells. The effective permeation of C-dots into cells,  [ref], [ref]  suggests that functionalization of Ce 4+ -ion-modified C-dots with cell-specific aptamers could be an ideal method to develop effective aptananozymes for chemodynamic treatment of cancer cells. That is, the functionalization of the Ce 4+ -ion-modified C-dots with cancer cell-specific aptamers would enhance the targeted permeation of the nanoparticles into cancer cells, and the H 2 O 2 presented in the cancer cells will act as the aptananozyme substrate for the selective generation of • OH as a cytotoxic agent in the cancer cells/tissues.…”",Scite,,2022,ACS Applied Materials &amp; Interfaces
10.1021/acsami.2c16199,"“…77,78 The drawbacks of this concept rest, however, on the limited cellular permeability and lack of selectivity of the nanoparticles affecting cancer as compared to normal cells. The effective permeation of C-dots into cells, 79,80 suggests that functionalization of Ce 4+ -ion-modified C-dots with cell-specific aptamers could be an ideal method to develop effective aptananozymes for chemodynamic treatment of cancer cells. That is, the functionalization of the Ce 4+ -ion-modified C-dots with cancer cell-specific aptamers would enhance the targeted permeation of the nanoparticles into cancer cells, and the H 2 O 2 presented in the cancer cells will act as the aptananozyme substrate for the selective generation of • OH as a cytotoxic agent in the cancer cells/tissues.…”",Scite,,2022,ACS Applied Materials &amp; Interfaces
10.1002/9781119558026.ch4,,Scopus citing DOI,,2022,Nanomaterials and Nanotechnology in Medicine
10.1002/viw.20200089,"“…101 Functionalization can further control the size and aggregation properties of CDs. 102 Smaller the size, more stable the PL and greater the PL will be fluorescence quantum yield. 101 In a research which was the first of its kind, Pan and coworkers reported the synthesis of CDs functionalized with various amino acids using 1-ethyl-3-(3-dimethylaminopropyl)carbodiimide/N-hydroxysuccinimide (EDC/ NHS) coupling which flipped the chirality of cyclic αamino acid (Figure 5).…”",Scite,,2022,VIEW
10.1007/978-3-031-10216-5_4,,Scopus citing DOI,,2022,Nanotechnology in the Life Sciences
10.1007/s00216-022-03973-0,,Scopus citing DOI,,2022,Analytical and Bioanalytical Chemistry
10.1007/s00604-022-05377-4,The peak of the C-O functional group is recorded at 1246 cm−1 [20].,SemSchol&FB,,2022,Microchimica Acta
10.1007/s11051-022-05492-6,"Thus, easy-to-use, affordable, and sustainable sensing methods for Cu(II) are highly sought after in clinical, food/water, and environmental industries (Ji et al. 2017; Zhu et al. 2012).",SemSchol&FB,,2022,Journal of Nanoparticle Research
10.1016/j.chemosphere.2022.134815,,Scopus citing DOI,,2022,Chemosphere
10.1016/j.dyepig.2022.110354,,Scopus citing DOI,,2022,Dyes and Pigments
10.1016/j.ijhydene.2022.09.184,,Scopus citing DOI,,2022,International Journal of Hydrogen Energy
10.1016/j.jcis.2022.06.050,,Scopus citing DOI,,2022,Journal of Colloid and Interface Science
10.1016/j.jece.2022.107336,,Scopus citing DOI,,2022,Journal of Environmental Chemical Engineering
10.1016/j.jece.2022.107749,,Scopus citing DOI,,2022,Journal of Environmental Chemical Engineering
10.1016/j.matchemphys.2022.126772,,Scopus citing DOI,,2022,Materials Chemistry and Physics
10.1016/j.microc.2021.106953,,Scopus citing DOI,,2022,Microchemical Journal
10.1016/j.molstruc.2022.132485,,Scopus citing DOI,,2022,Journal of Molecular Structure
10.1016/j.nantod.2022.101665,,Scopus citing DOI,,2022,Nano Today
10.1016/j.saa.2021.120681,,Scopus citing DOI,,2022,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy
10.1016/j.saa.2022.121548,,Scopus citing DOI,,2022,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy
10.1016/j.saa.2022.121734,,Scopus citing DOI,,2022,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy
10.1016/j.talo.2022.100103,,Scopus citing DOI,,2022,Talanta Open
10.1021/acs.accounts.2c00333,"“…•− during oxidative stress was highly correlated with changes in the concentration of Cu 2+ . 50,51 In our previous work, we show a series of new methods for analyzing Cu 2+ in vivo by combining nanomaterials with recognition components. 31 The concentration of Cu 2+ was found to be elevated ∼4.5and ∼5-fold in the brains of ischemic and AD rats, respectively.…”",Scite,,2022,Accounts of Chemical Research
10.1021/acs.analchem.2c02466,"“…Basically, since more than one signal is required to construct a ratiometric system, researchers have continuously sought to develop a simple platform consisting of minimal components. For example, the internal standard strategy provides a reference signal without using additional reference materials and enables accurate ratiometric analysis through self-calibration using internal standard signals.  [ref], [ref]  Furthermore, single probes, such as a probe conjugated with two fluorophores or even an intrinsic dual emissive nanoprobe, have been developed, which utilize one of the emission signals from two emitters as the reference signal.  [ref]−[ref] [ref] [ref]  Thus, the internal standard strategy with a single probe has recently attracted attention owing to not only minimizing the number of components of the sensors, but also providing accurate measurements. However, this efficient strategy has never been applied to 19 F NMR-based techniques.…”",Scite,,2022,Analytical Chemistry
10.1021/acs.chemrev.1c00875,"“…Cu 2+ is a key metal ion in biological systems, and it has been confirmed that the abnormal Cu 2+ level is related to many severe diseases such as Alzheimer’s disease, Wilson’s Syndrome, and Burks Syndrome.  [ref]−[ref] [ref] [ref] [ref]  Thus, to reveal the biological function of Cu 2+ in vivo , it is desirable to develop reliable copper detection strategy and more PA probes for imaging of intravital Cu 2+ . On the basis of the “seesaw” ratiometric dual-signals output strategy, Lin et al reported a NIR PA probe (LET-2) for Cu 2+ detection with “turn-on” PA signal at 715 nm in living subjects such as soybean sprouts and mice (Figure a) [ref].…”",Scite,,2022,Chemical Reviews
10.1021/acsnano.2c08094,"“…SH-SY5Y cells were plated in a cell culture dish (Φ = 10 cm) and cultured for 24 h to reach ∼80% confluency. To exam whether PEG−ZnSe nanoplatelets could visualize the change of PA intensity in cells treated with an exogenous Cu 2+ ion source, 52 pyrrolidine dithiocarbamate (PDTC) was employed to increase the intracellular Cu 2+ ion level. The cells were divided into four different groups: (1) without any treatment as the control; (2) only treated with Cu 2+ ions; (3) only treated with PEG− ZnSe nanoplatelets; and (4) cotreated with Cu 2+ ions and ZnSe nanoplatelets.…”",Scite,,2022,ACS Nano
10.1080/03067319.2020.1759563,,Scopus citing DOI,200.pdf,2022,International Journal of Environmental Analytical Chemistry
10.1080/10408347.2020.1828029,,Scopus citing DOI,221.pdf,2022,Critical Reviews in Analytical Chemistry
10.1080/10408398.2020.1814197,2016) and CDs based forms (Yu et al. 2013; Zhu et al. 2012) in terms of the dominating nanomaterials.,SemSchol&FB,,2022,Critical Reviews in Food Science and Nutrition
10.1201/9781003220350-15,,Scopus citing DOI,,2022,Nanotechnology
10.1002/advs.202207621,"“…[ 14 ] GQDs are anisotropic, with lateral diameter (less than 10 nm) larger than the height in vertical direction. [  7b,15  ] They possess typical sp 2 ‐structured carbon cores, and constitute of single or several graphene layers which are connected by functional groups on edges of GQDs. [  16  ] The existence of these functional groups results in a unique edge effect of GQDs.…”",Scite,,2023,Advanced Science
10.1002/advs.202207621,"“…Carbon dots (CDs), as a sort of burgeoning photoluminescent carbon‐based nanomaterials, represent bright prospects in biomedicine, [  6  ] sensors, [  7  ] optoelectronic devices, [ 8 ] etc. according to their facile fabrication, tunable optical properties, high photochemical stability, outstanding photoelectronic properties, low toxicity, and good solubility.…”",Scite,,2023,Advanced Science
10.1002/bio.4255,"“…These applications are mostly due to the distinct benefits of CQD nanohybrids, which have a large surface area, chemical and thermal stability, and an abundance of surface‐active sites and defects. [  53–59  ] Furthermore, because of its inherent ultraviolet–visible–near‐infrared (UV–VIS–NIR) light responses, the absorption range of nanohybrid can be increased. Catalytic features of nanohybrids have also been investigated; for example, Bayan and Karak, in 2017, described a photoassisted synthesis of a Pd–Ag@CQD nanohybrid and its catalytic performance in enhancing the Suzuki–Miyaura cross‐coupling reaction under ambient conditions and a ligand‐free environment.…”",Scite,,2023,Luminescence
